id;name;lat;lon;cat;subcat;url
13790;Cmentarz żydowski w Gródku;53.098766;23.65026;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/830-grodek/114-cmentarze/13790-cmentarz-zydowski-w-grodku
14275;Cmentarz żydowski w Izbicy (ul. Fabryczna);50.894806;23.15975;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/i/668-izbica/114-cmentarze/14275-cmentarz-zydowski-w-izbicy-ul-fabryczna
14374;Cmentarz żydowski w Janowie Sokólskim (ul. Marii Bućko);53.473054;23.237457;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/1088-janow/114-cmentarze/14374-cmentarz-zydowski-w-janowie-sokolskim-ul-marii-bucko
15103;Cmentarz żydowski w Kaliszu (ul. Podmiejska 21);51.751012;18.063047;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/831-kalisz/114-cmentarze/15103-cmentarz-zydowski-w-kaliszu-ul-podmiejska-21
17748;Cmentarz żydowski w Krasnymstawie;50.996575;23.186216;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/679-krasnystaw/114-cmentarze/17748-cmentarz-zydowski-w-krasnystawie-ul-rejowiecka
18303;Cmentarz żydowski w Krzepicach (ul. Nadrzeczna);50.961521;18.70682;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/441-krzepice/114-cmentarze/18303-cmentarz-zydowski-w-krzepicach-ul-nadrzeczna
20105;Cmentarz żydowski w Lututowie (Młynek);51.359482;18.42021;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/274-lututow/114-cmentarze/20105-cmentarz-zydowski-w-lututowie-mlynek
21129;Cmentarz żydowski w Michałowie;53.045201;23.570609;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/848-michalowo/114-cmentarze/21129-cmentarz-zydowski-w-michalowie
21454;Cmentarz żydowski w Mieruniszkach;54.173796;22.576448;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/775-olecko/114-cmentarze/21454-cmentarz-zydowski-w-mieruniszkach
22225;Cmentarz żydowski w Mogilnie (ul. Mickiewicza);52.663097;17.961316;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/357-mogilno/114-cmentarze/22225-cmentarz-zydowski-w-mogilnie-ul-mickiewicza
22582;Cmentarz żydowski w Mszanie Dolnej (ul. Zakopiańska);49.6648;20.064451;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/1319-mszana-dolna/114-cmentarze/22582-cmentarz-zydowski-w-mszanie-dolnej-ul-zakopianska
23386;Cmentarz żydowski w Narewce (ul. Mickiewicza);52.834566;23.774468;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/747-narewka/114-cmentarze/23386-cmentarz-zydowski-w-narewce-ul-mickiewicza
23602;Cmentarz żydowski w Niedzicy;49.396452;20.306854;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/1363-niedzica/114-cmentarze/23602-cmentarz-zydowski-w-niedzicy
30746;Cmentarz żydowski w Rejowcu (ul. Sportowa);51.09731;23.279986;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/644-rejowiec/114-cmentarze/30746-cmentarz-zydowski-w-rejowcu-ul-sportowa
31174;Cmentarz żydowski w Rymanowie (ul. Kalwaria);49.570697;21.864752;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/129-rymanow/114-cmentarze/31174-cmentarz-zydowski-w-rymanowie-ul-kalwaria
31906;Cmentarz żydowski w Siewierzu (róg ul. Warszawskiej i Hanki Sawickiej);50.479495;19.224443;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/805-siewierz/114-cmentarze/31906-cmentarz-zydowski-w-siewierzu-rog-ul-warszawskiej-i-hanki-sawickiej
33851;Cmentarz żydowski w Starym Targu;53.921683;19.168386;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1887-stary-targ/114-cmentarze/33851-cmentarz-zydowski-w-starym-targu
34576;Cmentarz żydowski w Szczebrzeszynie (ul. Cmentarna);50.693497;22.973328;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/50-szczebrzeszyn/114-cmentarze/34576-cmentarz-zydowski-w-szczebrzeszynie-ul-cmentarna
37393;Cmentarz żydowski w Trzemesznie (ul. Orchowska);52.550784;17.816699;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/t/1392-trzemeszno/114-cmentarze/37393-cmentarz-zydowski-w-trzemesznie-ul-orchowska
38914;Cmentarz żydowski w Witkowie;52.438014;17.777274;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/1000-witkowo/114-cmentarze/38914-cmentarz-zydowski-w-witkowie
192420;Cmentarz żydowski w Żerkowie (ul. Cmentarna);52.073611;17.566388;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/192419-zerkow/114-cmentarze/192420-cmentarz-zydowski-w-zerkowie-ul-cmentarna
13216;Nowy cmentarz żydowski w Gołdapi (ul. Cmentarna);54.315147;22.296681;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/494-goldap/114-cmentarze/13216-cmentarz-zydowski-w-goldapi-tzw-nowy-ul-cmentarna
13850;Nowy cmentarz żydowski w Grudziądzu (ul. Paderewskiego);53.503842;18.782935;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/391-grudziadz/114-cmentarze/13850-nowy-cmentarz-zydowski-w-grudziadzu-ul-paderewskiego
25599;Nowy cmentarz żydowski w Olkuszu (ul. św. Jana Kantego);50.280549;19.545617;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/321-olkusz/114-cmentarze/25599-cmentarz-zydowski-w-olkuszu-ul-sw-jana-kantego
13840;Stary cmentarz żydowski w Grudziądzu (ul. Cmentarna);53.474097;18.761777;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/391-grudziadz/114-cmentarze/13840-stary-cmentarz-zydowski-w-grudziadzu-ul-cmentarna
14321;Cmentarz;53.007037;23.902946;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/825-jalowka/114-cmentarze/14321-cmentarz
31784;Cmentarz przy ul. Zielonej;50.183657;22.605047;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/160-sieniawa/114-cmentarze/31784-cmentarz-zydowski-w-sieniawie-ul-zielona-37
14313;Cmentarz w Jałówce;53.011091;23.903267;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/825-jalowka/114-cmentarze/14313-cmentarz-w-jalowce
23876;Cmentarz w Nowem (ul. Garbuzy 20);53.643544;18.727591;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/731-nowe/114-cmentarze/23876-cmentarz-zydowski-w-nowem-ul-garbuzy-20
24110;Cmentarz w Nowotańcu;49.505482;22.023318;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/153-nowotaniec/114-cmentarze/24110-cmentarz-w-nowotancu
36241;Cmentarz żydowski (ul. Stroma);50.36064;22.74887;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/t/268-tarnogrod/114-cmentarze/36241-cmentarz-zydowski-ul-stroma
6536;Cmentarz żydowski w Augustowie (ul. Zarzecze);53.850096;22.986639;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/a/663-augustow/114-cmentarze/6536-cmentarz-zydowski-w-augustowie-ul-zarzecze
6697;Cmentarz żydowski w Barcinie (ul. Podgórna);52.867421;17.935224;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/730-barcin/114-cmentarze/6697-cmentarz-zydowski-w-barcinie-ul-podgorna
6812;Cmentarz żydowski w Będzinie (ul. Podzamcze);50.328115;19.130647;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/406-bedzin/114-cmentarze/6812-cmentarz-zydowski-w-bedzinie-ul-podzamcze
9234;Cmentarz żydowski w Chełmnie;53.349292;18.430751;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/735-chelmno/114-cmentarze/9234-cmentarz-zydowski-w-chelmnie-ul-powstancow-wielkopolskich
9551;Cmentarz żydowski w Chrzanowie (ul. Borowcowa);50.135228;19.402381;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/471-chrzanow/114-cmentarze/9551-cmentarz-zydowski-w-chrzanowie-ul-borowcowa
9630;Cmentarz Żydowski w Chrzanowie (ul. Podwale);50.136047;19.403647;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/471-chrzanow/114-cmentarze/9630-cmentarz-zydowski-w-chrzanowie-ul-podwale
9793;Cmentarz żydowski w Cieszowej;50.670898;18.822123;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/421-cieszowa/114-cmentarze/9793-cmentarz-zydowski-w-cieszowej
10566;Cmentarz żydowski w Czerniejewie (Pakszyn);52.429071;17.499676;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/1371-czerniejewo/114-cmentarze/10566-cmentarz-zydowski-w-czerniejewie-pakszyn
11019;Cmentarz żydowski w Dąbrowie Górniczej (ul. Ludowa 4);50.31582;19.175305;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/776-dabrowa-gornicza/114-cmentarze/11019-cmentarz-zydowski-w-dabrowie-gorniczej-ul-ludowa-4
11516;Cmentarz żydowski w Dobrzycy (ul. Mikstackiego);51.864859;17.6016;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/1672-dobrzyca/114-cmentarze/11516-cmentarz-zydowski-w-dobrzycy-ul-mikstackiego
11910;Cmentarz żydowski w Dynowie (ul. Karolówka);49.802223;22.239096;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/207-dynow/114-cmentarze/11910-cmentarz-zydowski-w-dynowie-ul-karolowka
11890;Cmentarz żydowski w Dynowie (ul. Piłsudskiego 36);49.808884;22.234527;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/207-dynow/114-cmentarze/11890-cmentarz-zydowski-w-dynowie-ul-pilsudskiego-36
12173;Cmentarz żydowski w Elblągu (ul. Brzeska 18);54.175714;19.394013;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/e/854-elblag/114-cmentarze/12173-cmentarz-zydowski-w-elblagu-ul-brzeska-18
12202;Cmentarz żydowski w Filipowie (ul. Garbaska);54.169833;22.621751;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/f/672-filipow/114-cmentarze/12202-cmentarz-zydowski-w-filipowie-ul-garbaska
183389;Cmentarz żydowski w Gąbinie (ul. Szkolnaja);54.588445;22.2094990000001;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/1545-gabin-gusiew/114-cmentarze/183389-cmentarz-zydowski-w-gabinie-ul-szkolnaja
13088;Cmentarz żydowski w Gnieźnie (ul. Bolesława Chrobrego 22);52.532473;17.604661;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/594-gniezno/114-cmentarze/13088-cmentarz-zydowski-w-gnieznie-ul-boleslawa-chrobrego-22
13083;Cmentarz żydowski w Gnieźnie (ul. Roosevelta 55);52.538466;17.609067;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/594-gniezno/114-cmentarze/13083-cmentarz-zydowski-w-gnieznie-ul-roosevelta-55
13915;Cmentarz żydowski w Horodcu (wul. Gagarinskaja);52.19898;24.65626;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/h/1680-horodec/114-cmentarze/13915-cmentarz-zydowski-w-horodcu-wul-gagarinskaja
14461;Cmentarz żydowski w Jarocinie (ul. Poznańska);51.97986194350499;17.48679411957749;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/1223-jarocin/114-cmentarze/14461-cmentarz-zydowski-w-jarocinie-ul-poznanska-32
14693;Cmentarz żydowski w Jaworniku Polskim;49.89063;22.288685;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/112-jawornik-polski/114-cmentarze/14693-cmentarz-zydowski-w-jaworniku-polskim
15026;Cmentarz żydowski w Jordanowie;49.656544;19.80762;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/823-jordanow/114-cmentarze/15026-cmentarz-zydowski-w-jordanowie
15287;Cmentarz żydowski w Kańczudze (Siedleczka);49.963224;22.390871;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/115-kanczuga/114-cmentarze/15287-cmentarz-zydowski-w-kanczudze-siedleczka
139538;Cmentarz żydowski w Kłajpedzie;55.7044468840159;21.140296;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/1046-klajpeda/114-cmentarze/139538-cmentarz-zydowski-w-klajpedzie-sinagogu-g
17767;Cmentarz żydowski w Kraśniczynie (ul. Strażacka);50.929739;23.353369;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/710-krasniczyn/114-cmentarze/17767-cmentarz-zydowski-w-krasniczynie-ul-strazacka
18726;Cmentarz żydowski w Kwidzynie (ul. Kościuszki);53.727579;18.928885;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/1100-kwidzyn/114-cmentarze/18726-cmentarz-zydowski-w-kwidzynie-ul-kosciuszki
21759;Cmentarz żydowski w Mikstacie (ul. Odolanowska);51.53443319103246;17.95460196210578;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/1529-mikstat/114-cmentarze/21759-cmentarz-zydowski-w-mikstacie-ul-odolanowska
24574;Cmentarz żydowski w Nowym Targu (ul. Jana Pawła II 74);49.477898;20.048203;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/320-nowy-targ/114-cmentarze/24574-cmentarz-zydowski-w-nowym-targu-ul-jana-pawla-ii-74
28749;Cmentarz żydowski w Praszce (ul. Wyszyńskiego);51.050513;18.447161;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/67-praszka/114-cmentarze/28749-cmentarz-zydowski-w-praszce-ul-wyszynskiego
29374;Cmentarz żydowski w Przerośli;54.253225;22.659388;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/683-przerosl/114-cmentarze/29374-cmentarz-zydowski-w-przerosli
29382;Cmentarz żydowski w Przeworsku (pl. Fryderyka Chopina 1);50.059616;22.495163;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/149-przeworsk/114-cmentarze/29382-cmentarz-zydowski-w-przeworsku-pl-fryderyka-chopina-1
30186;Cmentarz żydowski w Rabce-Zdroju (ul. Słoneczna);49.612184;19.97632;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/818-rabka-zdroj/114-cmentarze/30186-cmentarz-zydowski-w-rabce-zdroju-ul-sloneczna
30673;Cmentarz żydowski w Raszkowie;51.7293673231836;17.727148555542;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/218-raszkow/114-cmentarze/30673-cmentarz-zydowski-w-raszkowie
33131;Cmentarz żydowski w Sokółce (ul. Zamenhofa);53.408686;23.487842;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/852-sokolka/114-cmentarze/33131-cmentarz-zydowski-w-sokolce-ul-zamenhofa
192500;Cmentarz żydowski w Świerżach (park dworski);51.224769;23.736311;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/715-swierze/114-cmentarze/192500-cmentarz-zydowski-w-swierzach-park-dworski
35976;Cmentarz żydowski w Świerżach (ul. Młyńska);51.227228;23.729436;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/715-swierze/114-cmentarze/35976-cmentarz-zydowski-w-swierzach-ul-mlynska
35236;Cmentarz żydowski w Sztumie (ul. Kochanowskiego);53.92042779862605;19.042128198455817;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1220-sztum/114-cmentarze/35236-cmentarz-zydowski-w-sztumie-ul-kochanowskiego
36913;Cmentarz żydowski w Tolkmicku;54.324283;19.535269;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/t/1478-tolkmicko/114-cmentarze/36913-cmentarz-zydowski-w-tolkmicku
37364;Cmentarz żydowski w Trzebini (ul. Słowackiego);50.155704;19.471378;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/t/1099-trzebinia/114-cmentarze/37364-cmentarz-zydowski-w-trzebini-ul-slowackiego
38655;Cmentarz żydowski w Wieruszowie (ul. Żydowska);51.299358;18.174108;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/530-wieruszow/114-cmentarze/38655-cmentarz-zydowski-w-wieruszowie-ul-zydowska
26604;Nowy cmentarz żydowski;51.654447;17.814621;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/222-ostrow-wielkopolski/114-cmentarze/26604-nowy-cmentarz-zydowski
6531;Stary cmentarz (ul. Żabia/ul. Jonkajtysa);53.838981;23.000425;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/a/663-augustow/114-cmentarze/6531-cmentarz-zydowski-w-augustowie-ul-zabia
26645;Stary cmentarz żydowski;51.65036;17.813913;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/222-ostrow-wielkopolski/114-cmentarze/26645-stary-cmentarz-zydowski
11920;Cmentarz przy ul. Sowieckiej;51.95429;24.554915;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/1520-dywin/114-cmentarze/11920-cmentarz-przy-ul-sowieckiej
183377;Cmentarz Stolbeck w Tylży (ul. Krasnoznamiennaja 12);55.084734;21.862029000000007;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/t/1541-tylza/114-cmentarze/183377-cmentarz-stolbeck-w-tylzy-ul-krasnoznamiennaja-12
20714;Cmentarz w Malborku;54.021953;19.014072;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/951-malbork/114-cmentarze/20714-cmentarz-w-malborku
35532;Cmentarz w Środzie Wielkopolskiej;52.233043;17.284573;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1387-sroda-wielkopolska/114-cmentarze/35532-cmentarz-w-srodzie-wielkopolskiej
31602;Cmentarz żydowski;53.563024;23.447721;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1250-sidra/114-cmentarze/31602-cmentarz-zydowski
194329;Cmentarz żydowski stary w Mysłowicach (ul. Stawowa);50.250674;19.135158;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/448-myslowice/114-cmentarze/194329-cmentarz-zydowski-stary-w-myslowicach-ul-stawowa
6527;Cmentarz żydowski w Antopolu (wul. Hasteły);52.205503;24.782667;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/a/1488-antopol/114-cmentarze/6527-cmentarz-zydowski-w-antopolu-wul-hastely
6515;Cmentarz żydowski w Antopolu (wul. Praletarskaja);52.204478;24.795477;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/a/1488-antopol/114-cmentarze/6515-cmentarz-zydowski-w-antopolu-wul-praletarskaja
6839;Cmentarz żydowski w Będzinie (ul. Zagórska 1);50.316312;19.137497;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/406-bedzin/114-cmentarze/6839-cmentarz-zydowski-w-bedzinie-ul-zagorska
6831;Cmentarz żydowski w Będzinie (ul. Zawale);50.323982;19.130566;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/406-bedzin/114-cmentarze/6831-cmentarz-zydowski-w-bedzinie-ul-zawale
12209;Cmentarz żydowski w Bydgoszczy-Fordonie (ul. Piastowa);53.153253;18.167353;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/287-bydgoszcz/114-cmentarze/12209-cmentarz-zydowski-w-bydgoszczy-fordonie-ul-piastowa
10461;Cmentarz żydowski w Czeladzi (ul. Trzeci Szyb);50.321065;19.099273;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/424-czeladz/114-cmentarze/10461-cmentarz-zydowski-w-czeladzi-ul-trzeci-szyb
10991;Cmentarz żydowski w Dąbrowie Białostockiej (ul. Jana Pawła II);53.654825;23.343115;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/1040-dabrowa-bialostocka/114-cmentarze/10991-cmentarz-zydowski-w-dabrowie-bialostockiej-ul-jana-pawla-ii
11769;Cmentarz żydowski w Dubiecku (ul. Górkowa);49.827112;22.394239;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/205-dubiecko/114-cmentarze/11769-cmentarz-zydowski-w-dubiecku-ul-gorkowa
12451;Cmentarz żydowski w Gąsawie (ul. Trzemeszeńska 32);52.763112;17.756267;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/1681-gasawa/114-cmentarze/12451-cmentarz-zydowski-w-gasawie-ul-trzemeszenska-32
13099;Cmentarz żydowski w Gnieźnie (ul. Warszawska 28);52.534559;17.582588;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/594-gniezno/114-cmentarze/13099-cmentarz-zydowski-w-gnieznie-ul-warszawska-28
13331;Cmentarz żydowski w Gorzowie Śląskim (ul. Byczyńska);51.029992;18.423686;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/77-gorzow-slaski/114-cmentarze/13331-cmentarz-zydowski-w-gorzowie-slaskim-ul-byczynska
14468;Cmentarz żydowski w Jarosławiu (ul. Kruhel Pawłosiowski 49);50.044199;22.641463;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/108-jaroslaw/114-cmentarze/14468-cmentarz-zydowski-w-jaroslawiu-ul-kruhel-pawlosiowski-49
14766;Cmentarz żydowski w Jaworznie (Al. J. Piłsudskiego);50.204127;19.249195;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/778-jaworzno/114-cmentarze/14766-cmentarz-zydowski-w-jaworznie-al-pilsudskiego
15052;Cmentarz żydowski w Józefowie (ul. Kamienna, przy kamieniołomach);50.477478;23.048478;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/722-jozefow-woj-lubelskie/114-cmentarze/15052-cmentarz-zydowski-w-jozefowie-ul-kamienna-przy-kamieniolomach
20944;Cmentarz żydowski w Miasteczku Śląskim (ul. Mickiewicza);50.486801;18.924749;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/444-miasteczko-slaskie/114-cmentarze/20944-cmentarz-zydowski-w-miasteczku-slaskim-ul-mickiewicza
23968;Cmentarz żydowski w Nowym Mieście nad Wartą (Komorze Nowomiejskie);52.085528;17.368861;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/1283-nowe-miasto-nad-warta/114-cmentarze/23968-cmentarz-zydowski-w-nowym-miescie-nad-warta-komorze-nowomiejskie
28855;Cmentarz żydowski w Pruchniku;49.922535;22.515128;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/133-pruchnik/114-cmentarze/28855-cmentarz-zydowski-w-pruchniku
29190;Cmentarz żydowski w Prużanie (ul. Gorina-Koljady);52.54854;24.459686;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/1060-pruzana/114-cmentarze/29190-cmentarz-zydowski-w-pruzanie-wul-gorina-koljady
33497;Cmentarz żydowski w Sosnowcu-Milowicach (ul. Stalowa);50.296305;19.096384;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/451-sosnowiec/114-cmentarze/33497-cmentarz-zydowski-w-sosnowcu-milowicach-ul-stalowa
22168;Cmentarz żydowski w Sosnowcu-Modrzejowie (ul. Pastewna);50.240235;19.146895;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/451-sosnowiec/114-cmentarze/22168-cmentarz-zydowski-w-sosnowcu-modrzejowie-ul-pastewna
33253;Cmentarz żydowski w Sosnowcu-Modrzejowie (ul. Pastewna);50.24018;19.146724;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/451-sosnowiec/114-cmentarze/33253-cmentarz-zydowski-w-sosnowcu-modrzejowie-ul-pastewna
33328;Cmentarz żydowski w Sosnowcu (ul. Gospodarcza);50.285323;19.115524;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/451-sosnowiec/114-cmentarze/33328-cmentarz-zydowski-w-sosnowcu-ul-gospodarcza
34460;Cmentarz żydowski w Suwałkach;54.095735;22.916279;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/686-suwalki/114-cmentarze/34460-cmentarz-zydowski-w-suwalkach
35953;Cmentarz żydowski w Świeciu (ul. Polna);53.403904;18.441807;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/304-swiecie/114-cmentarze/35953-cmentarz-zydowski-w-swieciu-ul-polna
37763;Cmentarz żydowski w Wadowicach;49.897089;19.493597;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/632-wadowice/114-cmentarze/37763-cmentarz-zydowski-w-wadowicach
39968;Cmentarz żydowski w Zatorze (ul. Słoneczna);49.990394;19.435952;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/641-zator/114-cmentarze/39968-cmentarz-zydowski-w-zatorze-ul-sloneczna
39893;Nowy cmentarz żydowski (ul. Prosta);50.719389;23.266634;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/17-zamosc/114-cmentarze/39893-cmentarz-zydowski-w-zamosciu-ul-prosta
39909;Stary cmentarz żydowski (ul. Partyzantów);50.713397;23.264389;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/17-zamosc/114-cmentarze/39909-stary-cmentarz-zydowski-ul-partyzantow
36133;Cmentarz przy ul. Pierwomajskiej;53.041768;24.100206;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1495-swislocz/114-cmentarze/36133-cmentarz-przy-ul-pierwomajskiej
11930;Cmentarz przy ul. Sportiwnej;51.959526;24.581029;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/1520-dywin/114-cmentarze/11930-cmentarz-przy-ul-sportiwnej
13055;Cmentarz w Gniewie (ul. 7 Marca);53.83888;18.814108;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/1210-gniew/114-cmentarze/13055-cmentarz-zydowski-w-gniewie-ul-7-marca
19378;Cmentarz w Lipsku;53.737518;23.39972;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/1121-lipsk/114-cmentarze/19378-cmentarz-w-lipsku
26698;Cmentarz XVIII-XIX w.;51.42822;17.923465;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/219-ostrzeszow/114-cmentarze/26698-cmentarz-xviii-xix-w
15622;Cmentarz żydowski;51.282615;17.970371;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/226-kepno/114-cmentarze/15622-cmentarz-zydowski-w-kepnie
18473;Cmentarz żydowski;49.799231;22.544739;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/122-krzywcza/114-cmentarze/18473-cmentarz-zydowski
23059;Cmentarz żydowski nowy w Mysłowicach (ul. Stawowa);50.250374;19.134219;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/448-myslowice/114-cmentarze/23059-cmentarz-zydowski-nowy-w-myslowicach-ul-stawowa
8125;Cmentarz żydowski w Bolesławcu (Chróścin);51.191744;18.186257;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/476-boleslawiec-woj-lodzkie/114-cmentarze/8125-cmentarz-zydowski-w-boleslawcu-kolonia-boleslawiec-chroscin
