id;name;lat;lon;cat;subcat;url
26178;Stary cmentarz żydowski (ul. Janasa);51.374647;20.288272;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/434-opoczno/114-cmentarze/26178-stary-cmentarz-zydowski-ul-janasa
26597;Stary cmentarz żydowski w Ostrowi Mazowieckiej (ul. Fryczego, Broniewskiego) ;52.794984;21.896482;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/53-ostrow-mazowiecka/114-cmentarze/26597-cmentarz-zydowski-w-ostrowi-mazowieckiej-ul-fryczego
18637;Cmentarz przy ul. Tarnowskiego;52.237973;19.356236;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/493-kutno/114-cmentarze/18637-cmentarz-zydowski-w-kutnie-ul-tarnowskiego-18
35207;Cmentarz żydowski nowy w Szreńsku;53.004976;20.149612;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/611-szrensk/114-cmentarze/35207-cmentarz-zydowski-nowy-w-szrensku
35212;Cmentarz żydowski stary w Szreńsku;53.002704;20.12661;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/611-szrensk/114-cmentarze/35212-cmentarz-zydowski-stary-w-szrensku
20445;Cmentarz żydowski (ul. Piłsudskiego);52.212919;22.713246;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/765-losice/114-cmentarze/20445-cmentarz-zydowski-w-losicach-ul-pilsudskiego
6333;Cmentarz żydowski w Adamowie (ul. Korczaka);51.747858;22.282319;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/a/1928-adamow/114-cmentarze/6333-cmentarz-zydowski-w-adamowie-ul-korczaka
7157;Cmentarz żydowski w Bielsku (Gilino);52.655458;19.794917;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/401-bielsk/114-cmentarze/7157-cmentarz-zydowski-w-bielsku-ul-plocka
7611;Cmentarz żydowski w Biskupcu (ul. Bolesława Chrobrego);53.865385;20.964317;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/1031-biskupiec-reszelski/114-cmentarze/7611-cmentarz-zydowski-w-biskupcu
15894;Cmentarz żydowski w getcie w Kielcach;50.878467;20.629921;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/399-kielce/114-cmentarze/15894-cmentarz-zydowski-w-getcie-w-kielcach
14206;Cmentarz żydowski w Iwaniskach (ul. Rakowska);50.732299;21.262751;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/i/336-iwaniska/114-cmentarze/14206-cmentarz-zydowski-w-iwaniskach-ul-rakowska
15939;Cmentarz żydowski w Kielcach (ul. Pakosz Dolny);50.85659;20.608077;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/399-kielce/114-cmentarze/15939-cmentarz-zydowski-w-kielcach-ul-pakosz-dolny
19398;Cmentarz żydowski w Lipsku;51.1584081526831;21.640166845479;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/402-lipsko/114-cmentarze/19398-cmentarz-zydowski-w-lipsku
27484;Cmentarz żydowski w Piątku;52.061937;19.46964;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/1050-piatek/114-cmentarze/27484-cmentarz-zydowski-w-piatku
28078;Cmentarz żydowski w Płocku (ul. 3 Maja 6);52.545943;19.699066;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/414-plock/114-cmentarze/28078-cmentarz-zydowski-w-plocku-ul-3-maja-6
28111;Cmentarz żydowski w Płocku (ul. Mickiewicza 19);52.550941;19.701447;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/414-plock/114-cmentarze/28111-cmentarz-zydowski-w-plocku-ul-mickiewicza-19
30560;Cmentarz żydowski w Radzanowie (ul. Mławska);52.940052;20.096118;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/394-radzanow/114-cmentarze/30560-cmentarz-zydowski-w-radzanowie-ul-mlawska
34057;Cmentarz żydowski w Strykowie;51.907505;19.598515;cmentarz;żydowski;https://sztetl.org.pl/pl/towns/s/1065-strykow/114-cmentarze/34057-cmentarz-zydowski-w-strykowie
39911;Cmentarz żydowski w Zarębach Kościelnych;52.755219;22.141442;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/1181-zareby-koscielne/114-cmentarze/39911-cmentarz-zydowski-w-zarebach-koscielnych
29874;Nowy cmentarz żydowski (ul. Piaskowa);51.425798;21.950061;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/262-pulawy/114-cmentarze/29874-nowy-cmentarz-zydowski-ul-piaskowa
20577;Nowy cmentarz żydowski w Łukowie (ul. Warszawska);51.92659;22.369827;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/729-lukow/114-cmentarze/20577-nowy-cmentarz-zydowski-w-lukowie-ul-warszawska
23484;Nowy cmentarz żydowski w Nidzicy (ul. Nowomiejska);53.371437;20.434999;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/533-nidzica/114-cmentarze/23484-nowy-cmentarz-zydowski-w-nidzicy-ul-nowomiejska
20585;Stary cmentarz żydowski w Łukowie;51.925571;22.378528;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/729-lukow/114-cmentarze/20585-stary-cmentarz-zydowski-w-lukowie
23497;Stary cmentarz żydowski w Nidzicy (ul. Spokojna);53.369452;20.436866;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/533-nidzica/114-cmentarze/23497-stary-cmentarz-zydowski-w-nidzicy-ul-spokojna
35497;Cmentarz w Śniadowie (ul. Szosowa);53.044051;21.987913;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1326-sniadowo/114-cmentarze/35497-cmentarz-w-sniadowie-ul-szosowa
11662;Cmentarz żydowski;52.393333;22.678611;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/969-drohiczyn/114-cmentarze/11662-cmentarz-zydowski
39115;Cmentarz żydowski;51.491337;19.842961;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/531-wolborz/114-cmentarze/39115-cmentarz-zydowski
27046;Cmentarz żydowski (ul. Graniczna);51.950349;19.305832;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/500-ozorkow/114-cmentarze/27046-cmentarz-zydowski-w-ozorkowie-ul-graniczna
6485;Cmentarz żydowski w Andrzejewie (Andrzejewo-Kolonie);52.846471;22.212732;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/a/1008-andrzejewo/114-cmentarze/6485-cmentarz-zydowski-w-andrzejewie-andrzejewo-kolonie
6683;Cmentarz żydowski w Baranowie (ul. Czołnowska);51.554744;22.139647;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/870-baranow/114-cmentarze/6683-cmentarz-zydowski-w-baranowie-ul-czolnowska
6704;Cmentarz żydowski w Barczewie (ul. Warmińska 48);53.83044;20.68531;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/458-barczewo/114-cmentarze/6704-cmentarz-zydowski-w-barczewie-ul-warminska-48
6793;Cmentarz żydowski w Będkowie;51.585603;19.759094;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/1136-bedkow/114-cmentarze/6793-cmentarz-zydowski-w-bedkowie-las-bedkowski
7484;Cmentarz żydowski w Bieżuniu (ul. Leśna 17);52.954646;19.897654;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/400-biezun/114-cmentarze/7484-cmentarz-zydowski-w-biezuniu-ul-lesna-17
8050;Cmentarz żydowski w Bogorii (ul. Tylna);50.65279;21.260962;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/329-bogoria/114-cmentarze/8050-cmentarz-zydowski-w-bogorii-ul-spacerowa
9268;Cmentarz żydowski w Chęcinach (ul. Radkowska 58a);50.794971;20.470877;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/331-checiny/114-cmentarze/9268-cmentarz-zydowski-w-checinach-ul-radkowska-58a
9323;Cmentarz żydowski w Chmielniku (ul. Mrucza);50.61787;20.75317;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/690-chmielnik/114-cmentarze/9323-cmentarz-zydowski-w-chmielniku-ul-mrucza
9344;Cmentarz żydowski w Chmielniku (ul. Wspólna);50.615639;20.751704;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/690-chmielnik/114-cmentarze/9344-cmentarz-zydowski-w-chmielniku-ul-wspolna
10907;Cmentarz żydowski w Czyżewie (ul. Cicha);52.794017;22.309606;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/671-czyzew/114-cmentarze/10907-cmentarz-zydowski-w-czyzewie-ul-cicha
10910;Cmentarz żydowski w Czyżewie (ul. Szkolna);52.799341;22.320614;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/671-czyzew/114-cmentarze/10910-cmentarz-zydowski-w-czyzewie-ul-szkolna
11943;Cmentarz żydowski w Działdowie (ul. Sienkiewicza);53.229728;20.166805;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/492-dzialdowo/114-cmentarze/11943-cmentarz-zydowski-w-dzialdowie-ul-sienkiewicza
13388;Cmentarz żydowski w Gostyninie (ul. Gościnna);52.416529;19.454727;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/370-gostynin/114-cmentarze/13388-cmentarz-zydowski-w-gostyninie-ul-goscinna
14329;Cmentarz żydowski w Janowcu (ul. Młynarska);51.322806;21.900472;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/47-janowiec/114-cmentarze/14329-cmentarz-zydowski-w-janowcu-ul-mlynarska
14964;Cmentarz żydowski w Jeziorzanach;51.614819;22.275124;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/1444-jeziorzany-d-lysobyki/114-cmentarze/14964-cmentarz-zydowski-w-jeziorzanach
15547;Cmentarz żydowski w Kazimierzu Dolnym (ul. Czerniawy);51.313797;21.952489;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/49-kazimierz-dolny/114-cmentarze/15547-cmentarz-zydowski-w-kazimierzu-dolnym-ul-czerniawy
15526;Cmentarz żydowski w Kazimierzu Dolnym (ul. Lubelska);51.320314;21.954288;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/49-kazimierz-dolny/114-cmentarze/15526-cmentarz-zydowski-w-kazimierzu-dolnym-ul-lubelska
16600;Cmentarz żydowski w Końskowoli (ul. Górna Niwa);51.415107;22.057178;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/631-konskowola/114-cmentarze/16600-cmentarz-zydowski-w-konskowoli-ul-gorna-niwa
16598;Cmentarz żydowski w Końskowoli (ul. Spokojna);51.411159;22.054077;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/631-konskowola/114-cmentarze/16598-cmentarz-zydowski-w-konskowoli-ul-spokojna
17976;Cmentarz żydowski w Krośniewicach (ul. Poznańska);52.257073;19.156466;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/484-krosniewice/114-cmentarze/17976-cmentarz-zydowski-w-krosniewicach-ul-poznanska
18554;Cmentarz żydowski w Kuczborku;53.08918;20.05228;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/580-kuczbork/114-cmentarze/18554-cmentarz-zydowski-w-kuczborku
18559;Cmentarz żydowski w Kurozwękach;50.584981;21.143188;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/1310-kurozweki/114-cmentarze/18559-cmentarz-zydowski-w-kurozwekach
20285;Cmentarz żydowski w Łęczycy;52.062677;19.195948;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/495-leczyca/114-cmentarze/20285-cmentarz-zydowski-w-leczycy-ul-bardowskiego
193927;Cmentarz żydowski w Łodzi (ul. Bracka 40);51.79733634274119;19.482965000061032;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/497-lodz/114-cmentarze/193927-cmentarz-zydowski-w-lodzi-ul-bracka-40
24029;Cmentarz żydowski w Nowogrodzie (ul. Poległych);53.225806;21.868762;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/1244-nowogrod/114-cmentarze/24029-cmentarz-zydowski-w-nowogrodzie-ul-poleglych
24847;Cmentarz żydowski w Nurze (ul. Czyżewska);52.689624;22.304049;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/1245-nur/114-cmentarze/24847-cmentarz-zydowski-w-nurze-ul-czyzewska
26155;Cmentarz żydowski w Opatowie (ul. Kopernika);50.797622;21.427438;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/836-opatow/114-cmentarze/26155-cmentarz-zydowski-w-opatowie-ul-kopernika
27233;Cmentarz żydowski w Pacanowie (ul. Gałązki 8);50.400437;21.037239;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/429-pacanow/114-cmentarze/27233-cmentarz-zydowski-w-pacanowie-ul-galazki-8
30465;Cmentarz żydowski w Radoszycach (Wisy);51.074539;20.253296;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/1385-radoszyce/114-cmentarze/30465-cmentarz-zydowski-w-radoszycach-wisy
33176;Cmentarz żydowski w Solcu nad Wisłą;51.1395167315529;21.7565984761964;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/655-solec-nad-wisla/114-cmentarze/33176-cmentarz-zydowski-w-solcu-nad-wisla
33880;Cmentarz żydowski w Staszowie (ul. Kościuszki);50.555543;21.167479;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/658-staszow/114-cmentarze/33880-cmentarz-zydowski-w-staszowie-ul-kosciuszki
33869;Cmentarz żydowski w Staszowie (ul. Piłsudskiego);50.565741;21.16044;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/658-staszow/114-cmentarze/33869-cmentarz-zydowski-w-staszowie-ul-pilsudskiego
36192;Cmentarz żydowski w Tarłowie;51.001092;21.712589;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/t/660-tarlow/114-cmentarze/36192-cmentarz-zydowski-w-tarlowie
40398;Cmentarz żydowski w Zgierzu (ul. Henryka Barona);51.852663;19.398631;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/323-zgierz/114-cmentarze/40398-cmentarz-zydowski-w-zgierzu-ul-henryka-barona
34015;Nowy cmentarz żydowski w Stopnicy;50.437609;20.958223;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/657-stopnica/114-cmentarze/34015-nowy-cmentarz-zydowski-w-stopnicy
29882;Stary cmentarz żydowski (ul. Kilińskiego);51.399929;21.974652;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/262-pulawy/114-cmentarze/29882-stary-cmentarz-zydowski-ul-kilinskiego
34031;Stary cmentarz żydowski w Stopnicy;50.438604;20.951574;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/657-stopnica/114-cmentarze/34031-stary-cmentarz-zydowski-w-stopnicy
32700;Cmentarz przy ul. Krzywej;50.695142;20.458088;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/699-sobkow/114-cmentarze/32700-cmentarz-przy-ul-krzywej
16368;Cmentarz (ul. Jana Chrzciciela);51.644255;22.457621;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/643-kock/114-cmentarze/16368-cmentarz-ul-jana-chrzciciela
13557;Cmentarz w Grabowie (ul. Krośniewicka);52.132658;19.015875;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/g/479-grabow/114-cmentarze/13557-cmentarz-zydowski-w-grabowie-ul-krosniewicka
30616;Cmentarz żydowski (ul. Zabielska);51.778462;22.615421;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/694-radzyn-podlaski/114-cmentarze/30616-cmentarz-zydowski-ul-zabielska
6366;Cmentarz żydowski w Aleksandrowie Łódzkim (ul. Górna 20);51.826993;19.301648;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/a/461-aleksandrow-lodzki/114-cmentarze/6366-cmentarz-zydowski-w-aleksandrowie-lodzkim-ul-gorna-20
7621;Cmentarz żydowski w Bisztynku (ul. Słoneczna);54.084406;20.910791;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/1030-bisztynek/114-cmentarze/7621-cmentarz-zydowski-w-bisztynku-ul-kwiatowa
8886;Cmentarz żydowski w Busku-Zdroju (ul. Widuchowska);50.472926;20.747938;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/330-busko-zdroj/114-cmentarze/8886-cmentarz-zydowski-w-busku-zdroju-ul-widuchowska
11073;Cmentarz żydowski w Dąbrowie Tarnowskiej (ul. Joselewicza);50.177311;20.987062;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/d/317-dabrowa-tarnowska/114-cmentarze/11073-cmentarz-zydowski-w-dabrowie-tarnowskiej-ul-joselewicza-9
14949;Cmentarz żydowski w Jezioranach (ul. Kopernika 41);53.97856;20.74188;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/1032-jeziorany/114-cmentarze/14949-cmentarz-zydowski-w-jezioranach-ul-kopernika-41
15077;Cmentarz żydowski w Józefowie nad Wisłą;51.038088;21.837881;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/j/847-jozefow-nad-wisla/114-cmentarze/15077-cmentarz-zydowski-w-jozefowie-nad-wisla
16080;Cmentarz żydowski w Klimontowie.;50.655385;21.452651;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/337-klimontow/114-cmentarze/16080-cmentarz-zydowski-w-klimontowie
20364;Cmentarz żydowski w Łomży (ul. Boczna);53.170362;22.088742;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/680-lomza/114-cmentarze/20364-cmentarz-zydowski-w-lomzy-ul-boczna
20405;Cmentarz żydowski w Łomży (ul. Rybaki);53.176587;22.089429;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/680-lomza/114-cmentarze/20405-cmentarz-zydowski-w-lomzy-ul-rybaki
20427;Cmentarz żydowski w Łopusznie;50.943057;20.236473;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/456-lopuszno/114-cmentarze/20427-cmentarz-zydowski-w-lopusznie
19798;Cmentarz żydowski w Lubieniu Kujawskim (ul. Kościuszki);52.409343;19.166873;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/293-lubien-kujawski/114-cmentarze/19798-cmentarz-zydowski-w-lubieniu-kujawskim-ul-kosciuszki
21136;Cmentarz żydowski w Michowie;51.531944;22.301667;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/1017-michow/114-cmentarze/21136-cmentarz-zydowski-w-michowie
21498;Cmentarz żydowski w Międzyrzecu Podlaskim (ul. Brzeska 60);51.987166;22.793519;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/267-miedzyrzec-podlaski/114-cmentarze/21498-cmentarz-zydowski-w-miedzyrzecu-podlaskim-ul-brzeska-60
21521;Cmentarz żydowski w Międzyrzecu Podlaskim (ul. Zarówie);51.985806;22.789711;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/267-miedzyrzec-podlaski/114-cmentarze/21521-cmentarz-zydowski-w-miedzyrzecu-podlaskim-ul-zarowie
22470;Cmentarz żydowski w Mrągowie (ul. Brzozowa 2);53.869167;21.299167;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/342-mragowo/114-cmentarze/22470-cmentarz-zydowski-w-mragowie-ul-brzozowa-2
26273;Cmentarz żydowski w Opolu Lubelskim;51.144652;21.955318;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/950-opole-lubelskie/114-cmentarze/26273-cmentarz-zydowski-w-opolu-lubelskim
27084;Cmentarz żydowski w Ożarowie;50.8815660763909;21.6683218333435;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/o/428-ozarow/114-cmentarze/27084-cmentarz-zydowski-w-ozarowie
27902;Cmentarz żydowski w Piotrkowie Trybunalskim (ul. Spacerowa 95);51.420158;19.698319;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/501-piotrkow-trybunalski/114-cmentarze/27902-cmentarz-zydowski-w-piotrkowie-trybunalskim-ul-spacerowa-95
27964;Cmentarz żydowski w Piotrkowie Trybunalskim (ul. Wojska Polskiego);51.40964;19.702011;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/501-piotrkow-trybunalski/114-cmentarze/27964-cmentarz-zydowski-w-piotrkowie-trybunalskim-ul-wojska-polskiego
28484;Cmentarz żydowski w Połańcu (ul. Partyzantów);50.432757;21.285174;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/p/1247-polaniec/114-cmentarze/28484-cmentarz-zydowski-w-polancu-ul-partyzantow
30610;Cmentarz żydowski w Radzyniu Podlaskim (ul. Lubelska);51.769327;22.620506;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/694-radzyn-podlaski/114-cmentarze/30610-cmentarz-zydowski-w-radzyniu-podlaskim-ul-lubelska
30765;Cmentarz żydowski w Reszlu (ul. Kościuszki);54.052827;21.14939;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/r/563-reszel/114-cmentarze/30765-cmentarz-zydowski-w-reszlu-ul-kosciuszki
31437;Cmentarz żydowski w Sarnakach (ul. M. Konopnickiej);52.314356;22.882376;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1355-sarnaki/114-cmentarze/31437-cmentarz-zydowski-w-sarnakach-ul-m-konopnickiej
31593;Cmentarz żydowski w Sępopolu (obecnie ul. Bolesława Prusa);54.265704;21.017393;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/1011-sepopol/114-cmentarze/31593-cmentarz-zydowski-w-sepopolu-obecnie-ul-boleslawa-prusa
31862;Cmentarz żydowski w Sierpcu (ul. Władysława Jagiełły);52.850553;19.685268;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/369-sierpc/114-cmentarze/31862-cmentarz-zydowski-w-sierpcu-ul-wladyslawa-jagielly
34897;Cmentarz żydowski w Szczucinie;50.300511;21.071284;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/s/621-szczucin/114-cmentarze/34897-cmentarz-zydowski-w-szczucinie
37500;Cmentarz żydowski w Tuszynie (ul. 3 Maja 49);51.613475;19.505441;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/t/1254-tuszyn/114-cmentarze/37500-cmentarz-zydowski-w-tuszynie-ul-3-maja-49
39880;Cmentarz żydowski w Zambrowie (ul. Łomżyńska);52.990667;22.2358;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/1173-zambrow/114-cmentarze/39880-cmentarz-zydowski-w-zambrowie-ul-lomzynska
41234;Cmentarz żydowski w Żurominie (ul. Żeromskiego);53.076017;19.893648;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/z/849-zuromin/114-cmentarze/41234-cmentarz-zydowski-w-zurominie-ul-zeromskiego
38242;Cmentarz żydowski (Zarzeka);51.295418;22.159441;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/w/726-wawolnica/114-cmentarze/38242-cmentarz-zydowski-w-wawolnicy-zarzeka
9640;Nowy cmentarz żydowski w Ciechanowcu;52.683333;22.523222;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/670-ciechanowiec/114-cmentarze/9640-cmentarz-zydowski-w-ciechanowcu-ul-sienkiewicza
18568;Nowy cmentarz żydowski w Kurowie (ul. Blich);51.388495;22.176826;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/650-kurow/114-cmentarze/18568-nowy-cmentarz-zydowski-w-kurowie-ul-blich
24272;Nowy cmentarz żydowski w Nowym Korczynie (Grotniki Duże);50.306348;20.816324;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/404-nowy-korczyn/114-cmentarze/24272-nowy-cmentarz-zydowski-w-nowym-korczynie-grotniki-duze
9671;Stary cmentarz przy ul. Sienkiewicza;52.691798;22.48578;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/670-ciechanowiec/114-cmentarze/9671-cmentarz-zydowski-w-ciechanowcu-ul-uszynska-ii
9663;Stary cmentarz przy ul. Uszyńskiej;52.686843;22.488432;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/c/670-ciechanowiec/114-cmentarze/9663-cmentarz-zydowski-w-ciechanowcu-ul-uszynska-i
20511;Stary cmentarz żydowski (ul. Zachodnia);51.778781;19.471378;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/497-lodz/114-cmentarze/20511-cmentarz-zydowski-w-lodzi-ul-zachodnia
18563;Stary cmentarz żydowski w Kurowie (ul. Nowa);51.387772;22.185795;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/650-kurow/114-cmentarze/18563-stary-cmentarz-zydowski-w-kurowie-ul-nowa
20899;Stary cmentarz żydowski w Markuszowie;51.374866;22.2611;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/45-markuszow/114-cmentarze/20899-cmentarz-zydowski-w-markuszowie-ul-strazacka-4
20753;Cmentarz;50.802585;20.259293;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/m/692-malogoszcz/114-cmentarze/20753-cmentarz
16586;Cmentarz (ul. Łaska);51.73713;19.316111;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/1576-konstantynow-lodzki/114-cmentarze/16586-cmentarz-ul-laska
20049;Cmentarz (ul. Mickiewicza);51.751721;19.216697;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/l/881-lutomiersk/114-cmentarze/20049-cmentarz-ul-mickiewicza
23678;Cmentarz w Niemirowie;52.284437;23.177032;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/n/1085-niemirow-woj-podlaskie/114-cmentarze/23678-cmentarz-w-niemirowie
16112;Cmentarz żydowski przy ul. Łęczyckiej;52.250137;18.924379;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/1457-klodawa/114-cmentarze/16112-cmentarz-zydowski-przy-ul-leczyckiej
16832;Cmentarz żydowski (ul. Dobiegniewska);52.535399;19.158303;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/k/279-kowal/114-cmentarze/16832-cmentarz-zydowski-ul-dobiegniewska
6502;Cmentarz żydowski w Annopolu (ul. Leśna);50.889174;21.847129;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/a/485-annopol/114-cmentarze/6502-cmentarz-zydowski-w-annopolu-ul-lesna
6493;Cmentarz żydowski w Annopolu (ul. Świeciechowska);50.888619;21.854677;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/a/485-annopol/114-cmentarze/6493-cmentarz-zydowski-w-annopolu-ul-swieciechowska
6690;Cmentarz żydowski w Baranowie Sandomierskim (Skopanie);50.489307;21.548996;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/193418-baranow-sandomierski/114-cmentarze/6690-cmentarz-zydowski-w-baranowie-sandomierskim-skopanie
6716;Cmentarz żydowski w Bartoszycach (ul. Kętrzyńska);54.245796;20.823019;cmentarz;żydowski;https://sztetl.org.pl/pl/miejscowosci/b/1010-bartoszyce/114-cmentarze/6716-cmentarz-zydowski-w-bartoszycach-ul-ketrzynska
